0.01,664.0625
0.02,664.0625
0.03,664.0625
0.04,664.0625
0.05,664.0625
0.06,664.0625
0.07,664.0625
0.08,664.0625
0.09,664.0625
0.1,664.0625
0.11,2431.640625
0.12,1640.625
0.13,1733.398438
0.14,2905.273438
0.15,2011.71875
0.16,2045.898438
0.17,2514.648438
0.18,2338.867188
0.19,2333.984375
0.2,2480.46875
0.21,2446.289062
0.22,2514.648438
0.23,2597.65625
0.24,2636.71875
0.25,2739.257812
0.26,2822.265625
0.27,2890.625
0.28,2978.515625
0.29,3061.523438
0.3,3139.648438
0.31,3237.304688
0.32,3330.078125
0.33,3403.320312
0.34,3510.742188
0.35,3588.867188
0.36,3696.289062
0.37,3823.242188
0.38,3896.484375
0.39,3999.023438
0.4,4096.679688
0.41,4223.632812
0.42,4291.992188
0.43,4384.765625
0.44,4521.484375
0.45,4643.554688
0.46,4785.15625
0.47,4892.578125
0.48,5048.828125
0.49,5219.726562
0.5,5400.390625
0.51,5537.109375
0.52,5800.78125
0.53,5888.671875
0.54,5986.328125
0.55,6127.929688
0.56,6259.765625
0.57,6328.125
0.58,6401.367188
0.59,6455.078125
0.6,6557.617188
0.61,6630.859375
0.62,6743.164062
0.63,6806.640625
0.64,6962.890625
0.65,7060.546875
0.66,7119.140625
0.67,7221.679688
0.68,7377.929688
0.69,7475.585938
0.7,7612.304688
0.71,7729.492188
0.72,7797.851562
0.73,7871.09375
0.74,7983.398438
0.75,8056.640625
0.76,8105.46875
0.77,8178.710938
0.78,8281.25
0.79,8359.375
0.8,8369.140625
0.81,8442.382812
0.82,8476.5625
0.83,8564.453125
0.84,8613.28125
0.85,8579.101562
0.86,8554.6875
0.87,8535.15625
0.88,8486.328125
0.89,8442.382812
0.9,8354.492188
0.91,8212.890625
0.92,8051.757812
0.93,7836.914062
0.94,7636.71875
0.95,7431.640625
0.96,7167.96875
0.97,6967.773438
0.98,6718.75
0.99,6528.320312
1,6347.65625
1.01,6127.929688
1.02,5893.554688
1.03,5644.53125
1.04,5356.445312
1.05,4995.117188
1.06,4682.617188
1.07,4399.414062
1.08,4091.796875
1.09,3886.71875
1.1,3349.609375
1.11,3261.71875
1.12,1928.710938
1.13,4667.96875
1.14,1088.867188
1.15,664.0625
1.16,664.0625
1.17,664.0625
1.18,952.148438
1.19,664.0625
1.2,664.0625
1.21,664.0625
1.22,664.0625
1.23,664.0625
