,values
1684,6206.054688
1685,6201.171875
1686,6206.054688
1687,6196.289062
1688,6196.289062
1689,6201.171875
1690,6186.523438
1691,6206.054688
1692,6201.171875
1693,6201.171875
1694,6186.523438
1695,6186.523438
1696,6201.171875
1697,6186.523438
1698,6186.523438
1699,6196.289062
1700,6176.757812
1701,6186.523438
1702,6186.523438
1703,6186.523438
1704,6176.757812
1705,6181.640625
1706,6176.757812
1707,6186.523438
1708,6166.992188
1709,6176.757812
1710,6181.640625
1711,6176.757812
1712,6176.757812
1713,6171.875
1714,6176.757812
1715,6166.992188
1716,6171.875
1717,6166.992188
1718,6176.757812
1719,6171.875
1720,6166.992188
1721,6162.109375
1722,6157.226562
1723,6166.992188
1724,6166.992188
1725,6157.226562
1726,6157.226562
1727,6171.875
1728,6152.34375
1729,6147.460938
1730,6152.34375
1731,6152.34375
1732,6157.226562
1733,6147.460938
1734,6152.34375
1735,6147.460938
1736,6152.34375
1737,6152.34375
1738,6142.578125
1739,6147.460938
1740,6152.34375
1741,6142.578125
1742,6147.460938
1743,6137.695312
1744,6137.695312
1745,6132.8125
1746,6137.695312
1747,6132.8125
1748,6142.578125
1749,6132.8125
1750,6132.8125
1751,6137.695312
1752,6132.8125
1753,6132.8125
1754,6132.8125
1755,6127.929688
1756,6127.929688
1757,6127.929688
1758,6132.8125
1759,6137.695312
1760,6118.164062
1761,6123.046875
1762,6118.164062
1763,6127.929688
1764,6118.164062
1765,6123.046875
1766,6127.929688
1767,6123.046875
1768,6118.164062
1769,6118.164062
1770,6118.164062
1771,6118.164062
1772,6123.046875
1773,6118.164062
1774,6118.164062
1775,6113.28125
1776,6113.28125
1777,6108.398438
1778,6103.515625
1779,6108.398438
1780,6118.164062
1781,6103.515625
1782,6108.398438
1783,6113.28125
1784,6098.632812
1785,6098.632812
1786,6103.515625
1787,6113.28125
1788,6098.632812
1789,6098.632812
1790,6093.75
1791,6093.75
1792,6093.75
1793,6103.515625
1794,6093.75
1795,6103.515625
1796,6093.75
1797,6088.867188
1798,6088.867188
1799,6093.75
1800,6093.75
1801,6083.984375
1802,6088.867188
1803,6079.101562
1804,6088.867188
1805,6069.335938
1806,6088.867188
1807,6069.335938
1808,6069.335938
1809,6083.984375
1810,6069.335938
1811,6069.335938
1812,6069.335938
1813,6069.335938
1814,6064.453125
1815,6069.335938
1816,6069.335938
1817,6059.570312
1818,6064.453125
1819,6059.570312
1820,6059.570312
1821,6064.453125
1822,6059.570312
1823,6059.570312
1824,6059.570312
1825,6059.570312
1826,6054.6875
1827,6054.6875
1828,6049.804688
1829,6054.6875
1830,6044.921875
1831,6049.804688
1832,6049.804688
1833,6044.921875
1834,6049.804688
1835,6044.921875
1836,6044.921875
1837,6040.039062
1838,6035.15625
1839,6044.921875
1840,6044.921875
1841,6044.921875
1842,6030.273438
1843,6030.273438
1844,6035.15625
1845,6035.15625
1846,6025.390625
1847,6035.15625
1848,6030.273438
1849,6035.15625
1850,6025.390625
1851,6020.507812
1852,6025.390625
1853,6030.273438
1854,6020.507812
1855,6025.390625
1856,6025.390625
1857,6015.625
1858,6015.625
1859,6025.390625
1860,6015.625
1861,6020.507812
1862,6025.390625
1863,6015.625
1864,6005.859375
1865,6020.507812
1866,6005.859375
1867,6015.625
1868,6005.859375
1869,6015.625
1870,6005.859375
1871,6005.859375
1872,6000.976562
1873,6005.859375
1874,6005.859375
1875,6000.976562
1876,5996.09375
1877,6000.976562
1878,5996.09375
1879,5996.09375
1880,6000.976562
1881,5986.328125
1882,5991.210938
1883,5991.210938
1884,5986.328125
1885,5991.210938
1886,5986.328125
1887,5976.5625
1888,5986.328125
1889,5986.328125
1890,5976.5625
1891,5981.445312
1892,5981.445312
1893,5976.5625
1894,5976.5625
1895,5976.5625
1896,5981.445312
1897,5971.679688
1898,5976.5625
1899,5971.679688
1900,5971.679688
1901,5971.679688
1902,5966.796875
1903,5966.796875
1904,5971.679688
1905,5966.796875
1906,5952.148438
1907,5966.796875
1908,5961.914062
1909,5952.148438
1910,5961.914062
1911,5952.148438
1912,5952.148438
1913,5942.382812
1914,5947.265625
1915,5947.265625
1916,5942.382812
1917,5961.914062
1918,5942.382812
1919,5942.382812
1920,5942.382812
1921,5942.382812
1922,5937.5
1923,5942.382812
1924,5927.734375
1925,5937.5
1926,5937.5
1927,5927.734375
1928,5937.5
1929,5932.617188
1930,5927.734375
1931,5932.617188
1932,5922.851562
1933,5922.851562
1934,5927.734375
1935,5922.851562
1936,5922.851562
1937,5922.851562
1938,5917.96875
1939,5922.851562
1940,5917.96875
1941,5913.085938
1942,5913.085938
1943,5922.851562
1944,5908.203125
1945,5913.085938
1946,5908.203125
1947,5913.085938
1948,5903.320312
1949,5903.320312
1950,5903.320312
1951,5903.320312
1952,5913.085938
1953,5898.4375
1954,5903.320312
1955,5903.320312
1956,5903.320312
1957,5903.320312
1958,5898.4375
1959,5898.4375
1960,5893.554688
1961,5898.4375
1962,5898.4375
1963,5898.4375
1964,5888.671875
1965,5898.4375
1966,5898.4375
1967,5883.789062
1968,5893.554688
1969,5888.671875
1970,5888.671875
1971,5888.671875
1972,5878.90625
1973,5888.671875
1974,5888.671875
1975,5878.90625
1976,5883.789062
1977,5883.789062
1978,5874.023438
1979,5878.90625
1980,5878.90625
1981,5878.90625
1982,5878.90625
1983,5874.023438
1984,5874.023438
1985,5878.90625
1986,5869.140625
1987,5869.140625
1988,5869.140625
1989,5869.140625
1990,5869.140625
1991,5859.375
1992,5869.140625
1993,5864.257812
1994,5864.257812
1995,5859.375
1996,5864.257812
1997,5864.257812
1998,5859.375
1999,5859.375
2000,5859.375
2001,5859.375
2002,5849.609375
2003,5854.492188
2004,5849.609375
2005,5854.492188
2006,5854.492188
2007,5839.84375
2008,5839.84375
2009,5849.609375
2010,5839.84375
2011,5839.84375
2012,5839.84375
2013,5839.84375
2014,5834.960938
2015,5830.078125
2016,5830.078125
2017,5830.078125
2018,5834.960938
2019,5825.195312
2020,5830.078125
2021,5825.195312
2022,5825.195312
2023,5825.195312
2024,5820.3125
2025,5815.429688
2026,5825.195312
2027,5820.3125
2028,5810.546875
2029,5820.3125
2030,5810.546875
2031,5810.546875
2032,5810.546875
2033,5805.664062
2034,5800.78125
2035,5805.664062
2036,5805.664062
2037,5800.78125
2038,5805.664062
2039,5800.78125
2040,5791.015625
2041,5791.015625
2042,5795.898438
2043,5795.898438
2044,5791.015625
2045,5791.015625
2046,5786.132812
2047,5791.015625
2048,5791.015625
2049,5781.25
2050,5781.25
2051,5786.132812
2052,5791.015625
2053,5776.367188
2054,5776.367188
2055,5781.25
2056,5781.25
2057,5771.484375
2058,5766.601562
2059,5776.367188
2060,5776.367188
2061,5771.484375
2062,5776.367188
2063,5766.601562
2064,5771.484375
2065,5761.71875
2066,5766.601562
2067,5761.71875
2068,5756.835938
2069,5756.835938
2070,5756.835938
2071,5756.835938
2072,5756.835938
2073,5751.953125
2074,5756.835938
2075,5756.835938
2076,5751.953125
2077,5756.835938
2078,5751.953125
2079,5742.1875
2080,5747.070312
2081,5747.070312
2082,5742.1875
2083,5737.304688
2084,5742.1875
2085,5742.1875
2086,5737.304688
2087,5742.1875
2088,5732.421875
2089,5722.65625
2090,5737.304688
2091,5732.421875
2092,5732.421875
2093,5722.65625
2094,5722.65625
2095,5717.773438
2096,5722.65625
2097,5717.773438
2098,5717.773438
2099,5717.773438
2100,5717.773438
2101,5712.890625
2102,5717.773438
2103,5717.773438
2104,5708.007812
2105,5712.890625
2106,5712.890625
2107,5708.007812
2108,5698.242188
2109,5708.007812
2110,5698.242188
2111,5698.242188
2112,5703.125
2113,5698.242188
2114,5688.476562
2115,5688.476562
2116,5693.359375
2117,5693.359375
2118,5698.242188
2119,5693.359375
2120,5688.476562
2121,5693.359375
2122,5688.476562
2123,5693.359375
2124,5683.59375
2125,5688.476562
2126,5683.59375
2127,5683.59375
2128,5673.828125
2129,5688.476562
2130,5678.710938
2131,5678.710938
2132,5678.710938
2133,5673.828125
2134,5673.828125
2135,5678.710938
2136,5673.828125
2137,5678.710938
2138,5673.828125
2139,5668.945312
2140,5673.828125
2141,5664.0625
2142,5659.179688
2143,5668.945312
2144,5664.0625
2145,5664.0625
2146,5664.0625
2147,5659.179688
2148,5659.179688
2149,5659.179688
2150,5659.179688
2151,5654.296875
2152,5654.296875
2153,5649.414062
2154,5654.296875
2155,5654.296875
2156,5649.414062
2157,5644.53125
2158,5654.296875
2159,5649.414062
2160,5644.53125
2161,5639.648438
2162,5639.648438
2163,5639.648438
2164,5639.648438
2165,5634.765625
2166,5629.882812
2167,5634.765625
2168,5634.765625
2169,5629.882812
2170,5629.882812
2171,5629.882812
2172,5620.117188
2173,5629.882812
2174,5620.117188
2175,5620.117188
2176,5625.0
2177,5620.117188
2178,5610.351562
2179,5620.117188
2180,5620.117188
2181,5605.46875
2182,5605.46875
2183,5610.351562
2184,5605.46875
2185,5610.351562
2186,5610.351562
2187,5600.585938
2188,5605.46875
2189,5605.46875
2190,5595.703125
2191,5595.703125
2192,5595.703125
2193,5595.703125
2194,5600.585938
2195,5595.703125
2196,5590.820312
2197,5585.9375
2198,5590.820312
2199,5581.054688
2200,5585.9375
2201,5585.9375
2202,5581.054688
2203,5581.054688
2204,5585.9375
2205,5576.171875
2206,5571.289062
2207,5576.171875
2208,5571.289062
2209,5566.40625
2210,5571.289062
2211,5566.40625
2212,5566.40625
2213,5566.40625
2214,5561.523438
2215,5556.640625
2216,5556.640625
2217,5546.875
2218,5551.757812
2219,5556.640625
2220,5551.757812
2221,5546.875
2222,5551.757812
2223,5546.875
2224,5541.992188
2225,5532.226562
2226,5537.109375
2227,5537.109375
2228,5537.109375
2229,5532.226562
2230,5527.34375
2231,5522.460938
2232,5527.34375
2233,5517.578125
2234,5517.578125
2235,5522.460938
2236,5517.578125
2237,5522.460938
2238,5507.8125
2239,5502.929688
2240,5502.929688
2241,5502.929688
2242,5502.929688
2243,5502.929688
2244,5493.164062
2245,5493.164062
2246,5493.164062
2247,5488.28125
2248,5493.164062
2249,5488.28125
2250,5483.398438
2251,5488.28125
2252,5483.398438
2253,5483.398438
2254,5478.515625
2255,5478.515625
2256,5473.632812
2257,5473.632812
2258,5468.75
2259,5468.75
2260,5473.632812
2261,5473.632812
2262,5463.867188
2263,5463.867188
2264,5458.984375
2265,5463.867188
2266,5458.984375
2267,5458.984375
2268,5458.984375
2269,5458.984375
2270,5449.21875
2271,5449.21875
2272,5449.21875
2273,5449.21875
2274,5444.335938
2275,5439.453125
2276,5444.335938
2277,5434.570312
2278,5449.21875
2279,5429.6875
2280,5434.570312
2281,5434.570312
2282,5424.804688
2283,5424.804688
2284,5429.6875
2285,5424.804688
2286,5419.921875
2287,5424.804688
2288,5415.039062
2289,5419.921875
2290,5415.039062
2291,5410.15625
2292,5415.039062
2293,5415.039062
2294,5405.273438
2295,5405.273438
2296,5400.390625
2297,5410.15625
2298,5395.507812
2299,5395.507812
2300,5390.625
2301,5395.507812
2302,5390.625
2303,5400.390625
2304,5385.742188
2305,5390.625
2306,5385.742188
2307,5385.742188
2308,5366.210938
2309,5390.625
2310,5366.210938
2311,5371.09375
2312,5361.328125
2313,5361.328125
2314,5361.328125
2315,5366.210938
2316,5356.445312
2317,5366.210938
2318,5356.445312
2319,5361.328125
2320,5351.5625
2321,5351.5625
2322,5346.679688
2323,5356.445312
2324,5341.796875
2325,5346.679688
2326,5346.679688
2327,5351.5625
2328,5336.914062
2329,5336.914062
2330,5336.914062
2331,5336.914062
2332,5332.03125
2333,5327.148438
2334,5332.03125
2335,5327.148438
2336,5327.148438
2337,5322.265625
2338,5322.265625
2339,5312.5
2340,5322.265625
2341,5322.265625
2342,5317.382812
2343,5317.382812
2344,5307.617188
2345,5302.734375
2346,5312.5
2347,5307.617188
2348,5307.617188
2349,5302.734375
2350,5297.851562
2351,5292.96875
2352,5292.96875
2353,5292.96875
2354,5288.085938
2355,5288.085938
2356,5288.085938
2357,5288.085938
2358,5278.320312
2359,5273.4375
2360,5278.320312
2361,5278.320312
2362,5263.671875
2363,5263.671875
2364,5263.671875
2365,5253.90625
2366,5258.789062
2367,5258.789062
2368,5249.023438
2369,5253.90625
2370,5253.90625
2371,5253.90625
2372,5249.023438
2373,5239.257812
2374,5244.140625
2375,5253.90625
2376,5244.140625
2377,5234.375
2378,5244.140625
2379,5234.375
2380,5229.492188
2381,5229.492188
2382,5234.375
2383,5214.84375
2384,5229.492188
2385,5224.609375
2386,5219.726562
2387,5219.726562
2388,5219.726562
2389,5214.84375
2390,5214.84375
2391,5209.960938
2392,5209.960938
2393,5205.078125
2394,5205.078125
2395,5205.078125
2396,5205.078125
2397,5200.195312
2398,5195.3125
2399,5195.3125
2400,5195.3125
2401,5190.429688
2402,5185.546875
2403,5180.664062
2404,5180.664062
2405,5185.546875
2406,5180.664062
2407,5175.78125
2408,5170.898438
2409,5185.546875
2410,5170.898438
2411,5170.898438
2412,5161.132812
2413,5161.132812
2414,5146.484375
2415,5161.132812
2416,5141.601562
2417,5156.25
2418,5146.484375
2419,5146.484375
2420,5136.71875
2421,5136.71875
2422,5131.835938
2423,5131.835938
2424,5131.835938
2425,5126.953125
2426,5117.1875
2427,5126.953125
2428,5122.070312
2429,5117.1875
2430,5112.304688
2431,5117.1875
2432,5102.539062
2433,5107.421875
2434,5107.421875
2435,5097.65625
2436,5097.65625
2437,5097.65625
2438,5092.773438
2439,5087.890625
2440,5092.773438
2441,5078.125
2442,5087.890625
2443,5083.007812
2444,5078.125
2445,5063.476562
2446,5068.359375
2447,5058.59375
2448,5053.710938
2449,5068.359375
2450,5053.710938
2451,5053.710938
2452,5048.828125
2453,5048.828125
2454,5043.945312
2455,5043.945312
2456,5039.0625
2457,5039.0625
2458,5039.0625
2459,5029.296875
2460,5019.53125
2461,5019.53125
2462,5019.53125
2463,5014.648438
2464,5009.765625
2465,5009.765625
2466,5004.882812
2467,5004.882812
2468,5000.0
2469,5000.0
2470,4995.117188
2471,4990.234375
2472,4995.117188
2473,4985.351562
2474,4980.46875
2475,4985.351562
2476,4985.351562
2477,4970.703125
2478,4975.585938
2479,4975.585938
2480,4970.703125
2481,4970.703125
2482,4960.9375
2483,4960.9375
2484,4965.820312
2485,4956.054688
2486,4960.9375
2487,4951.171875
2488,4951.171875
2489,4941.40625
2490,4951.171875
2491,4931.640625
2492,4941.40625
2493,4931.640625
2494,4931.640625
2495,4916.992188
2496,4916.992188
2497,4912.109375
2498,4912.109375
2499,4907.226562
2500,4912.109375
2501,4907.226562
2502,4902.34375
2503,4902.34375
2504,4902.34375
2505,4897.460938
2506,4892.578125
2507,4882.8125
2508,4882.8125
2509,4877.929688
2510,4877.929688
2511,4868.164062
2512,4873.046875
2513,4868.164062
2514,4868.164062
2515,4863.28125
2516,4858.398438
2517,4853.515625
2518,4853.515625
2519,4853.515625
2520,4843.75
2521,4843.75
2522,4838.867188
2523,4829.101562
2524,4838.867188
2525,4824.21875
2526,4824.21875
2527,4824.21875
2528,4819.335938
2529,4809.570312
2530,4814.453125
2531,4799.804688
2532,4799.804688
2533,4794.921875
2534,4790.039062
2535,4790.039062
2536,4785.15625
2537,4790.039062
2538,4775.390625
2539,4775.390625
2540,4765.625
2541,4765.625
2542,4765.625
2543,4765.625
2544,4760.742188
2545,4750.976562
2546,4741.210938
2547,4746.09375
2548,4741.210938
2549,4741.210938
2550,4726.5625
2551,4726.5625
2552,4726.5625
2553,4721.679688
2554,4711.914062
2555,4707.03125
2556,4711.914062
2557,4707.03125
2558,4702.148438
2559,4692.382812
2560,4682.617188
2561,4692.382812
2562,4672.851562
2563,4672.851562
2564,4677.734375
2565,4667.96875
2566,4663.085938
2567,4663.085938
2568,4658.203125
2569,4648.4375
2570,4648.4375
2571,4643.554688
2572,4643.554688
2573,4628.90625
2574,4638.671875
2575,4624.023438
2576,4619.140625
2577,4619.140625
2578,4614.257812
2579,4609.375
2580,4614.257812
2581,4609.375
2582,4599.609375
2583,4599.609375
2584,4604.492188
2585,4589.84375
2586,4584.960938
2587,4584.960938
2588,4580.078125
2589,4580.078125
2590,4565.429688
2591,4565.429688
2592,4565.429688
2593,4555.664062
2594,4555.664062
2595,4555.664062
2596,4555.664062
2597,4536.132812
2598,4541.015625
2599,4536.132812
2600,4531.25
2601,4526.367188
2602,4516.601562
2603,4526.367188
2604,4511.71875
2605,4506.835938
2606,4506.835938
2607,4492.1875
2608,4487.304688
2609,4487.304688
2610,4477.539062
2611,4477.539062
2612,4477.539062
2613,4467.773438
2614,4462.890625
2615,4467.773438
2616,4448.242188
2617,4448.242188
2618,4448.242188
2619,4438.476562
2620,4443.359375
2621,4438.476562
2622,4433.59375
2623,4428.710938
2624,4423.828125
2625,4423.828125
2626,4423.828125
2627,4414.0625
2628,4399.414062
2629,4414.0625
2630,4389.648438
2631,4389.648438
2632,4365.234375
2633,4360.351562
2634,4345.703125
2635,4360.351562
2636,4335.9375
2637,4355.46875
2638,4326.171875
2639,4335.9375
2640,4331.054688
2641,4331.054688
2642,4331.054688
2643,4316.40625
2644,4316.40625
2645,4311.523438
2646,4306.640625
2647,4306.640625
2648,4306.640625
2649,4306.640625
2650,4296.875
2651,4301.757812
2652,4296.875
2653,4287.109375
2654,4301.757812
2655,4291.992188
2656,4262.695312
2657,4252.929688
2658,4252.929688
2659,4243.164062
2660,4223.632812
2661,4233.398438
2662,4233.398438
2663,4218.75
2664,4223.632812
2665,4218.75
2666,4213.867188
2667,4213.867188
2668,4213.867188
2669,4199.21875
2670,4208.984375
2671,4204.101562
2672,4194.335938
2673,4199.21875
2674,4199.21875
2675,4184.570312
2676,4184.570312
2677,4184.570312
2678,4189.453125
2679,4179.6875
2680,4174.804688
2681,4174.804688
2682,4165.039062
2683,4169.921875
2684,4160.15625
2685,4169.921875
2686,4160.15625
2687,4155.273438
2688,4150.390625
2689,4140.625
2690,4140.625
2691,4135.742188
2692,4125.976562
2693,4135.742188
2694,4130.859375
2695,4116.210938
2696,4116.210938
2697,4106.445312
2698,4106.445312
2699,4086.914062
2700,4101.5625
2701,4082.03125
2702,4091.796875
2703,4086.914062
2704,4077.148438
2705,4072.265625
2706,4072.265625
2707,4067.382812
2708,4057.617188
2709,4062.5
2710,4057.617188
2711,4052.734375
2712,4042.96875
2713,4038.085938
2714,4042.96875
2715,4028.320312
2716,4028.320312
2717,4028.320312
2718,4013.671875
2719,4008.789062
2720,4008.789062
2721,4003.90625
2722,3989.257812
2723,3989.257812
2724,3979.492188
2725,3989.257812
2726,3974.609375
2727,3974.609375
2728,3964.84375
2729,3969.726562
2730,3959.960938
2731,3955.078125
2732,3945.3125
2733,3950.195312
2734,3940.429688
2735,3935.546875
2736,3930.664062
2737,3925.78125
2738,3911.132812
2739,3920.898438
2740,3906.25
2741,3906.25
2742,3901.367188
2743,3896.484375
2744,3891.601562
2745,3876.953125
2746,3886.71875
2747,3872.070312
2748,3872.070312
2749,3867.1875
2750,3862.304688
2751,3857.421875
2752,3847.65625
2753,3847.65625
2754,3847.65625
2755,3833.007812
2756,3828.125
2757,3828.125
2758,3823.242188
2759,3813.476562
2760,3818.359375
2761,3803.710938
2762,3803.710938
2763,3798.828125
2764,3793.945312
2765,3793.945312
2766,3789.0625
2767,3774.414062
2768,3779.296875
2769,3759.765625
2770,3774.414062
2771,3759.765625
2772,3750.0
2773,3750.0
2774,3754.882812
2775,3745.117188
2776,3730.46875
2777,3740.234375
2778,3725.585938
2779,3725.585938
2780,3730.46875
2781,3696.289062
2782,3696.289062
2783,3701.171875
2784,3696.289062
2785,3666.992188
2786,3593.75
2787,3613.28125
2788,3334.960938
2789,3671.875
2790,3471.679688
2791,3374.023438
2792,5117.1875
2793,4375.0
2794,3847.65625
2795,3774.414062
2796,3793.945312
2797,3491.210938
2798,3452.148438
2799,3388.671875
2800,3466.796875
2801,3461.914062
2802,3461.914062
2803,3452.148438
2804,3422.851562
2805,3378.90625
2806,3364.257812
2807,3325.195312
2808,3242.1875
2809,3251.953125
2810,3242.1875
2811,3261.71875
2812,3242.1875
2813,3208.007812
2814,3178.710938
2815,3168.945312
2816,3154.296875
2817,3115.234375
2818,3120.117188
2819,3105.46875
2820,3085.9375
2821,3085.9375
2822,3056.640625
2823,3046.875
2824,3041.992188
2825,3022.460938
2826,2993.164062
2827,2993.164062
2828,2993.164062
2829,2963.867188
2830,2939.453125
2831,2963.867188
2832,2934.570312
2833,2915.039062
2834,2919.921875
2835,2910.15625
2836,2895.507812
2837,2885.742188
2838,2875.976562
2839,2861.328125
2840,2856.445312
2841,2827.148438
2842,2822.265625
2843,2822.265625
2844,2797.851562
2845,2783.203125
2846,2783.203125
2847,2768.554688
2848,2753.90625
2849,2744.140625
2850,2744.140625
2851,2719.726562
2852,2729.492188
2853,2714.84375
2854,2685.546875
2855,2690.429688
2856,2690.429688
2857,2661.132812
2858,2661.132812
2859,2661.132812
2860,2651.367188
2861,2646.484375
2862,2646.484375
2863,2631.835938
2864,2626.953125
2865,2622.070312
2866,2602.539062
2867,2592.773438
2868,2592.773438
2869,2578.125
2870,2573.242188
2871,2568.359375
2872,2563.476562
2873,2563.476562
2874,2548.828125
2875,2548.828125
2876,2539.0625
2877,2539.0625
2878,2529.296875
2879,2524.414062
2880,2514.648438
2881,2504.882812
2882,2490.234375
2883,2500.0
2884,2490.234375
2885,2475.585938
2886,2475.585938
2887,2470.703125
2888,2470.703125
2889,2465.820312
2890,2456.054688
2891,2451.171875
2892,2441.40625
2893,2436.523438
2894,2426.757812
2895,2431.640625
2896,2426.757812
2897,2416.992188
2898,2412.109375
2899,2402.34375
2900,2402.34375
2901,2407.226562
2902,2397.460938
2903,2392.578125
2904,2373.046875
2905,2373.046875
2906,2368.164062
2907,2363.28125
2908,2363.28125
2909,2358.398438
2910,2353.515625
2911,2343.75
2912,2338.867188
2913,2338.867188
2914,2338.867188
2915,2333.984375
2916,2329.101562
2917,2319.335938
2918,2319.335938
2919,2314.453125
2920,2309.570312
2921,2309.570312
2922,2304.6875
2923,2304.6875
2924,2285.15625
2925,2285.15625
2926,2294.921875
2927,2290.039062
2928,2275.390625
2929,2275.390625
2930,2280.273438
2931,2270.507812
2932,2265.625
2933,2255.859375
2934,2246.09375
2935,2246.09375
2936,2241.210938
2937,2241.210938
2938,2236.328125
2939,2231.445312
2940,2226.5625
2941,2221.679688
2942,2221.679688
2943,2221.679688
2944,2221.679688
2945,2211.914062
2946,2207.03125
2947,2202.148438
2948,2197.265625
2949,2197.265625
2950,2187.5
2951,2182.617188
2952,2182.617188
2953,2177.734375
2954,2177.734375
2955,2177.734375
2956,2167.96875
2957,2167.96875
2958,2163.085938
2959,2163.085938
2960,2158.203125
2961,2153.320312
2962,2143.554688
2963,2138.671875
2964,2138.671875
2965,2128.90625
2966,2128.90625
2967,2128.90625
2968,2124.023438
2969,2119.140625
2970,2124.023438
2971,2114.257812
2972,2104.492188
2973,2104.492188
2974,2104.492188
2975,2094.726562
2976,2094.726562
2977,2094.726562
2978,2089.84375
2979,2089.84375
2980,2080.078125
2981,2084.960938
2982,2080.078125
2983,2070.3125
2984,2075.195312
2985,2070.3125
2986,2060.546875
2987,2060.546875
2988,2055.664062
2989,2055.664062
2990,2041.015625
2991,2050.78125
2992,2041.015625
2993,2041.015625
2994,2045.898438
2995,2041.015625
2996,2036.132812
2997,2021.484375
2998,2016.601562
2999,2016.601562
3000,2011.71875
3001,2011.71875
3002,2006.835938
3003,2001.953125
3004,2001.953125
3005,2001.953125
3006,1997.070312
3007,1992.1875
3008,1987.304688
3009,1992.1875
3010,1987.304688
3011,1977.539062
3012,1977.539062
3013,1967.773438
3014,1967.773438
3015,1967.773438
3016,1962.890625
3017,1958.007812
3018,1953.125
3019,1962.890625
3020,1948.242188
3021,1953.125
3022,1948.242188
3023,1943.359375
3024,1938.476562
3025,1933.59375
3026,1938.476562
3027,1928.710938
3028,1923.828125
3029,1923.828125
3030,1923.828125
3031,1909.179688
3032,1909.179688
3033,1909.179688
3034,1904.296875
3035,1899.414062
3036,1894.53125
3037,1889.648438
3038,1889.648438
3039,1884.765625
3040,1879.882812
3041,1879.882812
3042,1875.0
3043,1870.117188
3044,1865.234375
3045,1860.351562
3046,1865.234375
3047,1855.46875
3048,1855.46875
3049,1855.46875
3050,1850.585938
3051,1850.585938
3052,1850.585938
3053,1840.820312
3054,1840.820312
3055,1826.171875
3056,1831.054688
3057,1831.054688
3058,1826.171875
3059,1821.289062
3060,1821.289062
3061,1811.523438
3062,1811.523438
3063,1811.523438
3064,1806.640625
3065,1806.640625
3066,1796.875
3067,1796.875
3068,1787.109375
3069,1782.226562
3070,1777.34375
3071,1782.226562
3072,1777.34375
3073,1777.34375
3074,1767.578125
3075,1767.578125
3076,1762.695312
3077,1757.8125
3078,1757.8125
3079,1757.8125
3080,1752.929688
3081,1743.164062
3082,1743.164062
3083,1743.164062
3084,1733.398438
3085,1733.398438
3086,1728.515625
3087,1728.515625
3088,1723.632812
3089,1728.515625
3090,1718.75
3091,1713.867188
3092,1708.984375
3093,1713.867188
3094,1708.984375
3095,1704.101562
3096,1699.21875
3097,1699.21875
3098,1689.453125
3099,1689.453125
3100,1689.453125
3101,1694.335938
3102,1679.6875
3103,1674.804688
3104,1669.921875
3105,1674.804688
3106,1665.039062
3107,1665.039062
3108,1660.15625
3109,1660.15625
3110,1650.390625
3111,1650.390625
3112,1645.507812
3113,1645.507812
3114,1640.625
3115,1640.625
3116,1635.742188
3117,1635.742188
3118,1635.742188
3119,1621.09375
3120,1625.976562
3121,1625.976562
3122,1616.210938
3123,1616.210938
3124,1616.210938
3125,1611.328125
3126,1601.5625
3127,1601.5625
3128,1596.679688
3129,1596.679688
3130,1591.796875
3131,1591.796875
3132,1582.03125
3133,1586.914062
3134,1577.148438
3135,1577.148438
3136,1567.382812
3137,1562.5
3138,1562.5
3139,1557.617188
3140,1557.617188
3141,1557.617188
3142,1552.734375
3143,1542.96875
3144,1547.851562
3145,1542.96875
3146,1533.203125
3147,1528.320312
3148,1528.320312
3149,1528.320312
3150,1523.4375
3151,1518.554688
3152,1518.554688
3153,1513.671875
3154,1508.789062
3155,1508.789062
3156,1499.023438
3157,1503.90625
3158,1499.023438
3159,1499.023438
3160,1494.140625
3161,1489.257812
3162,1489.257812
3163,1479.492188
3164,1474.609375
3165,1479.492188
3166,1469.726562
3167,1474.609375
3168,1469.726562
3169,1469.726562
3170,1459.960938
3171,1459.960938
3172,1450.195312
3173,1450.195312
3174,1435.546875
3175,1435.546875
3176,1430.664062
3177,1425.78125
3178,1425.78125
3179,1425.78125
3180,1425.78125
3181,1416.015625
3182,1416.015625
3183,1411.132812
3184,1411.132812
3185,1411.132812
3186,1401.367188
3187,1401.367188
3188,1391.601562
3189,1391.601562
3190,1391.601562
3191,1386.71875
3192,1386.71875
3193,1381.835938
3194,1372.070312
3195,1376.953125
3196,1367.1875
3197,1367.1875
3198,1367.1875
3199,1357.421875
3200,1357.421875
3201,1352.539062
3202,1347.65625
3203,1347.65625
3204,1342.773438
3205,1333.007812
3206,1333.007812
3207,1328.125
3208,1328.125
3209,1318.359375
3210,1323.242188
3211,1318.359375
3212,1313.476562
3213,1313.476562
3214,1303.710938
3215,1303.710938
3216,1303.710938
3217,1298.828125
3218,1298.828125
3219,1293.945312
3220,1289.0625
3221,1284.179688
3222,1279.296875
3223,1279.296875
3224,1279.296875
3225,1269.53125
3226,1264.648438
3227,1264.648438
3228,1259.765625
3229,1259.765625
3230,1259.765625
3231,1250.0
3232,1254.882812
3233,1250.0
3234,1245.117188
3235,1245.117188
3236,1240.234375
3237,1235.351562
3238,1230.46875
3239,1230.46875
3240,1230.46875
3241,1220.703125
3242,1215.820312
3243,1210.9375
3244,1210.9375
3245,1201.171875
3246,1206.054688
3247,1201.171875
3248,1196.289062
3249,1196.289062
