664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,mV,N,,,,,,,
664.0625,,,,,,664.0625,0,,,,,,,
664.0625,,,,,,966.796875,41.33934,,,,,,,
664.0625,,,,,,1655.273438,91.50768,,,,,,,
664.0625,,,,,,2412.109,141.81336,,,,,,,
664.0625,,,,,,3125,191.80512,,,,,,,
664.0625,,,,,,3344.726562,215.264754,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
664.0625,,,,,,,,,,,,,,
