0.01,664.0625
0.02,659.179688
0.03,659.179688
0.04,659.179688
0.05,1030.273438
0.06,1816.40625
0.07,1401.367188
0.08,1567.382812
0.09,2246.09375
0.1,2153.320312
0.11,2070.3125
0.12,2226.5625
0.13,2167.96875
0.14,2216.796875
0.15,2333.984375
0.16,2309.570312
0.17,2363.28125
0.18,2426.757812
0.19,2431.640625
0.2,2504.882812
0.21,2539.0625
0.22,2597.65625
0.23,2675.78125
0.24,2705.078125
0.25,2768.554688
0.26,2817.382812
0.27,2885.742188
0.28,2973.632812
0.29,3027.34375
0.3,3076.171875
0.31,3139.648438
0.32,3198.242188
0.33,3271.484375
0.34,3315.429688
0.35,3374.023438
0.36,3447.265625
0.37,3476.5625
0.38,3515.625
0.39,3598.632812
0.4,3637.695312
0.41,3696.289062
0.42,3745.117188
0.43,3798.828125
0.44,3867.1875
0.45,3916.015625
0.46,3964.84375
0.47,4047.851562
0.48,4101.5625
0.49,4169.921875
0.5,4238.28125
0.51,4287.109375
0.52,4360.351562
0.53,4414.0625
0.54,4448.242188
0.55,4526.367188
0.56,4565.429688
0.57,4628.90625
0.58,4692.382812
0.59,4770.507812
0.6,4799.804688
0.61,4877.929688
0.62,4936.523438
0.63,4970.703125
0.64,5063.476562
0.65,5097.65625
0.66,5175.78125
0.67,5229.492188
0.68,5249.023438
0.69,5312.5
0.7,5327.148438
0.71,5371.09375
0.72,5390.625
0.73,5434.570312
0.74,5473.632812
0.75,5493.164062
0.76,5556.640625
0.77,5600.585938
0.78,5634.765625
0.79,5668.945312
0.8,5712.890625
0.81,5756.835938
0.82,5766.601562
0.83,5781.25
0.84,5810.546875
0.85,5859.375
0.86,5888.671875
0.87,5908.203125
0.88,5927.734375
0.89,5932.617188
0.9,5942.382812
0.91,5952.148438
0.92,5966.796875
0.93,5976.5625
0.94,5966.796875
0.95,5996.09375
0.96,5976.5625
0.97,5961.914062
0.98,5947.265625
0.99,5927.734375
1,5908.203125
1.01,5893.554688
1.02,5874.023438
1.03,5830.078125
1.04,5791.015625
1.05,5761.71875
1.06,5722.65625
1.07,5605.46875
1.08,5483.398438
1.09,5371.09375
1.1,5244.140625
1.11,5083.007812
1.12,4873.046875
1.13,4726.5625
1.14,4541.015625
1.15,4355.46875
1.16,4184.570312
1.17,4018.554688
1.18,3862.304688
1.19,3735.351562
1.2,3603.515625
1.21,3486.328125
1.22,3359.375
1.23,3266.601562
1.24,3164.0625
1.25,3061.523438
1.26,2963.867188
1.27,2856.445312
1.28,2763.671875
1.29,2661.132812
1.3,2558.59375
1.31,2451.171875
1.32,2333.984375
1.33,2255.859375
1.34,2167.96875
1.35,2060.546875
1.36,1977.539062
1.37,1884.765625
1.38,1791.992188
1.39,1708.984375
1.4,1630.859375
1.41,1547.851562
1.42,1479.492188
1.43,1401.367188
1.44,1323.242188
1.45,1274.414062
1.46,1206.054688
1.47,1142.578125
1.48,1074.21875
1.49,1020.507812
1.5,952.148438
1.51,903.320312
1.52,859.375
1.53,820.3125
1.54,795.898438
1.55,756.835938
1.56,727.539062
1.57,683.59375
1.58,673.828125
1.59,668.945312
1.6,668.945312
1.61,664.0625
1.62,664.0625
1.63,659.179688
1.64,659.179688
1.65,659.179688
1.66,659.179688
1.67,659.179688
1.68,659.179688
